txn_id,account_id,txn_date,txn_type,category,amount,balance_after,channel,description,status
526,ABL-10012,2023-03-13,Debit,Investment,38175.34,375996.46,Branch,Investment via Branch,Success
527,ABL-10012,2020-08-29,Debit,Investment,40005.31,335991.15,POS,Investment via POS,Success
528,ABL-10012,2020-03-20,Credit,Loan Payment,42612.27,378603.42,Branch,Loan Payment via Branch,Success
529,ABL-10012,2020-04-08,Credit,Salary,36369.14,414972.56,Online,Salary via Online,Success
530,ABL-10012,2019-10-01,Credit,Utility Bill,24281.46,439254.02,Online,Utility Bill via Online,Success
531,ABL-10012,2019-03-01,Debit,Utility Bill,33442.66,405811.36,ATM,Utility Bill via ATM,Success
532,ABL-10012,2023-02-01,Debit,Insurance,14345.56,391465.8,Mobile App,Insurance via Mobile App,Failed
533,ABL-10012,2022-08-19,Credit,Loan Payment,21836.43,413302.23,ATM,Loan Payment via ATM,Success
534,ABL-10012,2019-12-12,Credit,Cash Withdrawal,23676.42,436978.65,Online,Cash Withdrawal via Online,Success
535,ABL-10012,2022-01-25,Debit,Salary,30928.06,406050.59,ATM,Salary via ATM,Success
536,ABL-10012,2022-01-15,Debit,Cash Withdrawal,48956.88,357093.71,Mobile App,Cash Withdrawal via Mobile App,Success
537,ABL-10012,2022-11-21,Credit,Insurance,1106.75,358200.46,Branch,Insurance via Branch,Success
538,ABL-10012,2022-08-05,Debit,Transfer,8195.11,350005.35,Mobile App,Transfer via Mobile App,Success
539,ABL-10012,2022-04-02,Credit,Investment,2892.46,352897.81,ATM,Investment via ATM,Success
540,ABL-10012,2021-01-17,Credit,Cash Withdrawal,32664.12,385561.93,POS,Cash Withdrawal via POS,Success
541,ABL-10012,2019-09-19,Debit,Salary,31068.55,354493.38,Mobile App,Salary via Mobile App,Failed
542,ABL-10012,2020-01-07,Debit,Transfer,863.96,353629.42,ATM,Transfer via ATM,Success
543,ABL-10012,2021-10-27,Credit,Salary,15039.31,368668.73,ATM,Salary via ATM,Success
544,ABL-10012,2021-09-09,Credit,Shopping,13805.46,382474.19,POS,Shopping via POS,Success
545,ABL-10012,2019-01-14,Credit,Salary,8089.37,390563.56,Mobile App,Salary via Mobile App,Success
546,ABL-10012,2021-11-08,Debit,Loan Payment,42564.28,347999.28,Branch,Loan Payment via Branch,Success
547,ABL-10012,2021-05-10,Credit,Utility Bill,43219.69,391218.97,Online,Utility Bill via Online,Success
548,ABL-10012,2018-12-03,Debit,Transfer,21156.22,370062.75,POS,Transfer via POS,Success
549,ABL-10012,2019-02-05,Debit,Investment,45017.67,325045.08,Online,Investment via Online,Success
550,ABL-10012,2019-07-12,Debit,Insurance,45635.56,279409.52,Mobile App,Insurance via Mobile App,Success
551,ABL-10012,2020-10-08,Credit,Loan Payment,49496.51,328906.03,Online,Loan Payment via Online,Failed
552,ABL-10012,2022-01-02,Debit,Transfer,46575.02,282331.01,POS,Transfer via POS,Success
553,ABL-10012,2020-05-10,Credit,Transfer,33302.19,315633.2,Branch,Transfer via Branch,Success
554,ABL-10012,2019-04-11,Debit,Shopping,38651.9,276981.3,ATM,Shopping via ATM,Success
555,ABL-10012,2021-10-08,Credit,Salary,37459.61,314440.91,Branch,Salary via Branch,Success
556,ABL-10012,2019-07-01,Credit,Salary,2112.06,316552.97,Online,Salary via Online,Success
557,ABL-10012,2022-10-31,Credit,Transfer,38974.82,355527.79,Branch,Transfer via Branch,Success
558,ABL-10013,2020-06-12,Debit,Cash Withdrawal,6896.56,26068.92,Online,Cash Withdrawal via Online,Success
559,ABL-10013,2021-02-22,Credit,Utility Bill,22319.66,48388.58,Mobile App,Utility Bill via Mobile App,Success
560,ABL-10013,2024-05-21,Credit,Utility Bill,40202.68,88591.26,POS,Utility Bill via POS,Success
561,ABL-10013,2022-10-17,Credit,Salary,25405.59,113996.85,POS,Salary via POS,Pending
562,ABL-10013,2019-12-22,Credit,Utility Bill,18988.01,132984.86,Mobile App,Utility Bill via Mobile App,Success
563,ABL-10013,2023-02-07,Debit,Utility Bill,42933.8,90051.06,Online,Utility Bill via Online,Success
564,ABL-10013,2023-09-08,Debit,Cash Withdrawal,15156.45,74894.61,Branch,Cash Withdrawal via Branch,Success
565,ABL-10013,2021-09-23,Credit,Cash Withdrawal,21411.78,96306.39,Branch,Cash Withdrawal via Branch,Success
566,ABL-10013,2023-02-16,Debit,Shopping,3446.23,92860.16,POS,Shopping via POS,Success
567,ABL-10013,2021-09-06,Debit,Cash Withdrawal,12776.82,80083.34,Mobile App,Cash Withdrawal via Mobile App,Success
568,ABL-10013,2020-08-12,Credit,Investment,41659.69,121743.03,POS,Investment via POS,Success
569,ABL-10013,2021-02-28,Debit,Investment,19569.2,102173.83,ATM,Investment via ATM,Success
570,ABL-10013,2023-12-31,Debit,Insurance,20497.47,81676.36,ATM,Insurance via ATM,Success
571,ABL-10013,2019-12-23,Debit,Cash Withdrawal,39438.07,42238.29,POS,Cash Withdrawal via POS,Success
572,ABL-10013,2023-10-23,Debit,Loan Payment,43400.92,0.0,ATM,Loan Payment via ATM,Pending
573,ABL-10013,2021-06-25,Debit,Shopping,11627.26,0.0,POS,Shopping via POS,Success
574,ABL-10013,2022-11-28,Debit,Transfer,29398.48,0.0,ATM,Transfer via ATM,Success
575,ABL-10013,2023-06-04,Debit,Insurance,38518.91,0.0,Online,Insurance via Online,Success
576,ABL-10013,2021-05-02,Credit,Utility Bill,1598.9,1598.9,Online,Utility Bill via Online,Failed
577,ABL-10013,2024-05-06,Credit,Cash Withdrawal,34530.8,36129.7,POS,Cash Withdrawal via POS,Success
578,ABL-10013,2024-06-07,Debit,Shopping,2610.63,33519.07,POS,Shopping via POS,Success
579,ABL-10013,2022-05-09,Debit,Shopping,33776.64,0.0,Online,Shopping via Online,Success
580,ABL-10013,2021-10-21,Credit,Investment,12411.75,12411.75,Online,Investment via Online,Success
581,ABL-10013,2020-08-25,Credit,Transfer,19394.56,31806.31,ATM,Transfer via ATM,Success
582,ABL-10013,2021-05-22,Credit,Loan Payment,49773.09,81579.4,Online,Loan Payment via Online,Pending
583,ABL-10013,2023-03-04,Debit,Investment,35534.06,46045.34,Online,Investment via Online,Success
584,ABL-10013,2024-09-06,Debit,Insurance,30533.71,15511.63,Online,Insurance via Online,Success
585,ABL-10013,2021-02-03,Debit,Cash Withdrawal,40099.04,0.0,Mobile App,Cash Withdrawal via Mobile App,Failed
586,ABL-10013,2021-06-23,Debit,Shopping,30797.45,0.0,ATM,Shopping via ATM,Success
587,ABL-10013,2022-09-13,Credit,Shopping,36069.96,36069.96,Branch,Shopping via Branch,Success
588,ABL-10013,2020-05-23,Credit,Salary,45010.11,81080.07,Branch,Salary via Branch,Pending
589,ABL-10014,2022-02-13,Credit,Salary,17041.54,79878.04,POS,Salary via POS,Success
590,ABL-10014,2019-03-06,Debit,Cash Withdrawal,48840.79,31037.25,POS,Cash Withdrawal via POS,Success
591,ABL-10014,2021-01-22,Credit,Utility Bill,22411.42,53448.67,Online,Utility Bill via Online,Success
592,ABL-10014,2019-02-25,Debit,Cash Withdrawal,44990.61,8458.06,ATM,Cash Withdrawal via ATM,Pending
593,ABL-10014,2019-08-19,Debit,Transfer,36617.43,0.0,Mobile App,Transfer via Mobile App,Success
594,ABL-10014,2022-05-18,Credit,Cash Withdrawal,29587.49,29587.49,POS,Cash Withdrawal via POS,Success
595,ABL-10014,2023-02-12,Debit,Utility Bill,34607.74,0.0,ATM,Utility Bill via ATM,Success
596,ABL-10014,2020-01-21,Debit,Salary,21542.34,0.0,ATM,Salary via ATM,Success
597,ABL-10014,2020-04-13,Credit,Shopping,13722.49,13722.49,Branch,Shopping via Branch,Success
598,ABL-10014,2019-07-24,Credit,Transfer,25030.92,38753.41,ATM,Transfer via ATM,Pending
599,ABL-10014,2022-05-25,Credit,Utility Bill,13876.39,52629.8,POS,Utility Bill via POS,Success
600,ABL-10014,2019-10-23,Credit,Salary,10366.27,62996.07,Online,Salary via Online,Success
601,ABL-10014,2018-07-23,Debit,Cash Withdrawal,24758.21,38237.86,POS,Cash Withdrawal via POS,Success
602,ABL-10014,2021-10-24,Debit,Insurance,31530.04,6707.82,POS,Insurance via POS,Success
603,ABL-10014,2022-11-18,Credit,Shopping,46001.69,52709.51,Branch,Shopping via Branch,Success
604,ABL-10014,2019-10-27,Credit,Loan Payment,23735.74,76445.25,Mobile App,Loan Payment via Mobile App,Success
605,ABL-10014,2020-03-11,Credit,Cash Withdrawal,13588.28,90033.53,Mobile App,Cash Withdrawal via Mobile App,Success
606,ABL-10014,2022-11-28,Credit,Cash Withdrawal,15113.51,105147.04,ATM,Cash Withdrawal via ATM,Success
607,ABL-10014,2019-03-04,Credit,Insurance,46661.41,151808.45,ATM,Insurance via ATM,Success
608,ABL-10014,2018-03-22,Credit,Shopping,28337.54,180145.99,Online,Shopping via Online,Success
609,ABL-10014,2019-05-09,Debit,Cash Withdrawal,33413.43,146732.56,Mobile App,Cash Withdrawal via Mobile App,Success
610,ABL-10014,2021-11-18,Credit,Utility Bill,2077.99,148810.55,POS,Utility Bill via POS,Failed
611,ABL-10014,2022-05-08,Debit,Utility Bill,37768.98,111041.57,Mobile App,Utility Bill via Mobile App,Success
612,ABL-10014,2018-05-04,Debit,Loan Payment,11857.56,99184.01,Branch,Loan Payment via Branch,Success
613,ABL-10014,2022-03-25,Credit,Insurance,6537.15,105721.16,Branch,Insurance via Branch,Success
614,ABL-10014,2022-04-05,Credit,Shopping,21317.21,127038.37,Mobile App,Shopping via Mobile App,Success
615,ABL-10014,2020-10-08,Debit,Investment,39484.88,87553.49,Online,Investment via Online,Success
616,ABL-10014,2020-05-29,Debit,Utility Bill,45043.88,42509.61,Online,Utility Bill via Online,Success
617,ABL-10014,2018-09-13,Debit,Cash Withdrawal,46607.56,0.0,Branch,Cash Withdrawal via Branch,Success
618,ABL-10014,2018-09-22,Debit,Shopping,14398.84,0.0,POS,Shopping via POS,Success
619,ABL-10014,2021-10-03,Debit,Transfer,41681.36,0.0,Mobile App,Transfer via Mobile App,Success
620,ABL-10014,2021-08-08,Debit,Utility Bill,4318.57,0.0,ATM,Utility Bill via ATM,Success
621,ABL-10014,2022-04-30,Debit,Investment,30600.76,0.0,POS,Investment via POS,Success
622,ABL-10014,2019-09-20,Debit,Salary,17005.89,0.0,Mobile App,Salary via Mobile App,Success
623,ABL-10014,2019-08-01,Credit,Utility Bill,44671.51,44671.51,Branch,Utility Bill via Branch,Success
624,ABL-10014,2019-02-05,Debit,Loan Payment,28418.3,16253.21,Online,Loan Payment via Online,Success
625,ABL-10014,2019-01-08,Debit,Cash Withdrawal,4574.33,11678.88,Mobile App,Cash Withdrawal via Mobile App,Success
626,ABL-10014,2019-02-21,Credit,Shopping,11680.72,23359.6,Branch,Shopping via Branch,Pending
627,ABL-10015,2024-05-09,Debit,Salary,40972.4,36001.38,Online,Salary via Online,Success
628,ABL-10015,2023-01-21,Debit,Transfer,34601.69,1399.69,Branch,Transfer via Branch,Success
629,ABL-10015,2022-03-16,Credit,Insurance,23445.63,24845.32,Branch,Insurance via Branch,Success
630,ABL-10015,2025-04-13,Debit,Cash Withdrawal,31229.81,0.0,Online,Cash Withdrawal via Online,Success
631,ABL-10015,2025-06-08,Credit,Investment,5424.33,5424.33,ATM,Investment via ATM,Success
632,ABL-10015,2023-01-04,Debit,Salary,2963.96,2460.37,ATM,Salary via ATM,Pending
633,ABL-10015,2023-03-02,Debit,Insurance,7976.01,0.0,Branch,Insurance via Branch,Success
634,ABL-10015,2022-05-30,Credit,Loan Payment,42733.66,42733.66,Online,Loan Payment via Online,Success
635,ABL-10015,2024-06-24,Credit,Utility Bill,13854.58,56588.24,Branch,Utility Bill via Branch,Pending
636,ABL-10015,2024-07-18,Debit,Shopping,19272.13,37316.11,POS,Shopping via POS,Success
637,ABL-10015,2025-10-01,Credit,Salary,47154.14,84470.25,Mobile App,Salary via Mobile App,Success
638,ABL-10015,2021-12-26,Debit,Salary,48776.17,35694.08,Mobile App,Salary via Mobile App,Success
639,ABL-10015,2023-11-20,Debit,Transfer,39400.52,0.0,Online,Transfer via Online,Pending
640,ABL-10015,2022-02-16,Credit,Cash Withdrawal,43111.98,43111.98,ATM,Cash Withdrawal via ATM,Success
641,ABL-10015,2021-04-30,Credit,Shopping,43975.66,87087.64,Mobile App,Shopping via Mobile App,Success
642,ABL-10015,2024-05-02,Debit,Shopping,36510.88,50576.76,ATM,Shopping via ATM,Success
643,ABL-10015,2024-02-11,Debit,Cash Withdrawal,38691.11,11885.65,Branch,Cash Withdrawal via Branch,Success
644,ABL-10015,2021-08-13,Debit,Transfer,29135.42,0.0,ATM,Transfer via ATM,Success
645,ABL-10015,2025-11-25,Credit,Loan Payment,47880.81,47880.81,ATM,Loan Payment via ATM,Success
646,ABL-10015,2025-06-07,Debit,Transfer,26032.97,21847.84,ATM,Transfer via ATM,Success
647,ABL-10015,2025-09-02,Debit,Shopping,6096.35,15751.49,Online,Shopping via Online,Success
648,ABL-10015,2022-05-11,Credit,Salary,30207.35,45958.84,ATM,Salary via ATM,Success
649,ABL-10015,2024-02-05,Credit,Insurance,1450.82,47409.66,Mobile App,Insurance via Mobile App,Failed
650,ABL-10015,2021-08-13,Debit,Investment,5877.4,41532.26,Online,Investment via Online,Failed
651,ABL-10015,2024-05-30,Credit,Utility Bill,18667.73,60199.99,Online,Utility Bill via Online,Success
652,ABL-10015,2023-09-16,Credit,Cash Withdrawal,43696.38,103896.37,Online,Cash Withdrawal via Online,Success
653,ABL-10015,2021-04-30,Credit,Investment,47853.19,151749.56,Branch,Investment via Branch,Success
654,ABL-10015,2024-05-08,Debit,Investment,2366.86,149382.7,ATM,Investment via ATM,Failed
655,ABL-10015,2024-01-19,Credit,Investment,46035.39,195418.09,Online,Investment via Online,Success
656,ABL-10015,2021-05-08,Credit,Transfer,29531.52,224949.61,ATM,Transfer via ATM,Success
657,ABL-10015,2022-06-10,Credit,Salary,41842.54,266792.15,ATM,Salary via ATM,Success
658,ABL-10016,2020-06-04,Credit,Utility Bill,41605.68,178866.52,Branch,Utility Bill via Branch,Success
659,ABL-10016,2018-09-29,Credit,Shopping,31586.51,210453.03,Branch,Shopping via Branch,Success
660,ABL-10016,2019-03-05,Credit,Cash Withdrawal,22280.43,232733.46,ATM,Cash Withdrawal via ATM,Success
661,ABL-10016,2021-02-01,Credit,Shopping,9906.41,242639.87,Mobile App,Shopping via Mobile App,Success
662,ABL-10016,2021-08-11,Credit,Transfer,9764.3,252404.17,Branch,Transfer via Branch,Success
663,ABL-10016,2018-02-15,Credit,Transfer,7202.45,259606.62,Mobile App,Transfer via Mobile App,Success
664,ABL-10016,2019-04-15,Debit,Salary,6060.86,253545.76,Mobile App,Salary via Mobile App,Success
665,ABL-10016,2018-10-03,Credit,Utility Bill,6098.57,259644.33,ATM,Utility Bill via ATM,Success
666,ABL-10016,2018-03-09,Credit,Transfer,48508.31,308152.64,Online,Transfer via Online,Success
667,ABL-10016,2020-08-05,Credit,Loan Payment,11493.98,319646.62,ATM,Loan Payment via ATM,Success
668,ABL-10016,2018-09-03,Credit,Salary,38613.02,358259.64,Online,Salary via Online,Success
669,ABL-10016,2022-08-29,Credit,Cash Withdrawal,27261.22,385520.86,POS,Cash Withdrawal via POS,Success
670,ABL-10016,2022-10-04,Credit,Cash Withdrawal,22689.84,408210.7,POS,Cash Withdrawal via POS,Success
671,ABL-10016,2021-08-25,Debit,Transfer,13296.35,394914.35,Online,Transfer via Online,Pending
672,ABL-10016,2019-05-14,Debit,Shopping,8663.56,386250.79,Mobile App,Shopping via Mobile App,Success
673,ABL-10016,2018-03-12,Credit,Utility Bill,7598.22,393849.01,ATM,Utility Bill via ATM,Success
674,ABL-10016,2019-06-04,Debit,Utility Bill,38069.03,355779.98,ATM,Utility Bill via ATM,Success
675,ABL-10016,2021-12-18,Debit,Shopping,43434.16,312345.82,ATM,Shopping via ATM,Success
676,ABL-10016,2021-02-22,Credit,Transfer,49172.01,361517.83,ATM,Transfer via ATM,Success
677,ABL-10016,2018-04-06,Credit,Cash Withdrawal,8463.85,369981.68,Online,Cash Withdrawal via Online,Success
678,ABL-10016,2022-04-08,Credit,Utility Bill,42516.83,412498.51,ATM,Utility Bill via ATM,Success
679,ABL-10016,2022-03-08,Debit,Loan Payment,17961.45,394537.06,Branch,Loan Payment via Branch,Success
680,ABL-10016,2019-08-01,Debit,Investment,18825.63,375711.43,POS,Investment via POS,Success
681,ABL-10016,2018-11-11,Debit,Cash Withdrawal,4874.66,370836.77,Mobile App,Cash Withdrawal via Mobile App,Success
682,ABL-10016,2022-06-20,Debit,Investment,19903.97,350932.8,Branch,Investment via Branch,Success
683,ABL-10016,2021-06-02,Debit,Shopping,49986.48,300946.32,Online,Shopping via Online,Success
684,ABL-10016,2018-06-10,Debit,Loan Payment,18801.46,282144.86,Branch,Loan Payment via Branch,Success
685,ABL-10016,2022-10-05,Credit,Insurance,13086.45,295231.31,Online,Insurance via Online,Success
686,ABL-10016,2021-12-09,Credit,Shopping,32446.6,327677.91,POS,Shopping via POS,Success
687,ABL-10016,2021-02-08,Debit,Salary,29861.83,297816.08,POS,Salary via POS,Success
688,ABL-10016,2018-06-14,Credit,Cash Withdrawal,49739.63,347555.71,Mobile App,Cash Withdrawal via Mobile App,Failed
689,ABL-10016,2020-05-01,Debit,Loan Payment,16136.81,331418.9,ATM,Loan Payment via ATM,Success
690,ABL-10016,2022-05-22,Debit,Utility Bill,27824.4,303594.5,Mobile App,Utility Bill via Mobile App,Success
691,ABL-10016,2020-09-17,Debit,Cash Withdrawal,35413.99,268180.51,Branch,Cash Withdrawal via Branch,Success
692,ABL-10016,2021-01-15,Credit,Transfer,48138.98,316319.49,POS,Transfer via POS,Success
693,ABL-10016,2022-12-22,Debit,Transfer,15457.53,300861.96,POS,Transfer via POS,Success
694,ABL-10016,2019-12-02,Debit,Transfer,9059.08,291802.88,POS,Transfer via POS,Success
695,ABL-10016,2022-06-02,Credit,Shopping,44051.39,335854.27,ATM,Shopping via ATM,Success
696,ABL-10016,2019-09-30,Credit,Transfer,46127.13,381981.4,POS,Transfer via POS,Success
697,ABL-10016,2020-10-04,Debit,Loan Payment,15900.0,366081.4,ATM,Loan Payment via ATM,Success
698,ABL-10016,2020-07-20,Credit,Salary,31454.46,397535.86,Mobile App,Salary via Mobile App,Success
699,ABL-10016,2021-07-01,Debit,Investment,9204.94,388330.92,ATM,Investment via ATM,Success
700,ABL-10016,2018-04-17,Debit,Investment,11270.26,377060.66,ATM,Investment via ATM,Success
701,ABL-10016,2021-07-29,Debit,Investment,39569.22,337491.44,Mobile App,Investment via Mobile App,Success
702,ABL-10016,2018-02-25,Debit,Utility Bill,29564.41,307927.03,Online,Utility Bill via Online,Success
703,ABL-10016,2019-07-01,Credit,Shopping,638.69,308565.72,Branch,Shopping via Branch,Success
704,ABL-10016,2020-01-06,Credit,Salary,26766.26,335331.98,Branch,Salary via Branch,Success
705,ABL-10016,2022-06-16,Credit,Salary,15309.62,350641.6,Online,Salary via Online,Success
706,ABL-10016,2021-03-18,Debit,Loan Payment,6337.8,344303.8,Online,Loan Payment via Online,Success
707,ABL-10017,2022-03-23,Debit,Insurance,5946.4,0.0,ATM,Insurance via ATM,Success
708,ABL-10017,2022-11-04,Debit,Cash Withdrawal,1877.55,0.0,Branch,Cash Withdrawal via Branch,Success
709,ABL-10017,2024-04-24,Credit,Utility Bill,33828.01,33828.01,Online,Utility Bill via Online,Success
710,ABL-10017,2023-01-27,Debit,Cash Withdrawal,34581.27,0.0,Branch,Cash Withdrawal via Branch,Failed
711,ABL-10017,2022-09-24,Credit,Cash Withdrawal,13841.6,13841.6,ATM,Cash Withdrawal via ATM,Success
712,ABL-10017,2019-11-03,Credit,Shopping,8784.99,22626.59,Branch,Shopping via Branch,Success
713,ABL-10017,2020-07-03,Credit,Cash Withdrawal,38461.35,61087.94,ATM,Cash Withdrawal via ATM,Success
714,ABL-10017,2023-03-22,Credit,Insurance,11375.05,72462.99,ATM,Insurance via ATM,Failed
715,ABL-10017,2022-07-07,Debit,Salary,16516.11,55946.88,Mobile App,Salary via Mobile App,Success
716,ABL-10017,2019-12-23,Debit,Salary,38348.47,17598.41,Branch,Salary via Branch,Success
717,ABL-10017,2020-06-21,Credit,Transfer,23297.02,40895.43,Online,Transfer via Online,Success
718,ABL-10017,2020-12-02,Credit,Salary,24285.8,65181.23,Online,Salary via Online,Success
719,ABL-10017,2022-01-11,Debit,Salary,36538.94,28642.29,POS,Salary via POS,Success
720,ABL-10017,2022-01-16,Debit,Loan Payment,47926.15,0.0,Branch,Loan Payment via Branch,Success
721,ABL-10017,2021-04-12,Credit,Transfer,8711.58,8711.58,Branch,Transfer via Branch,Success
722,ABL-10017,2024-01-17,Credit,Utility Bill,841.02,9552.6,Mobile App,Utility Bill via Mobile App,Success
723,ABL-10017,2023-10-11,Debit,Cash Withdrawal,17684.63,0.0,ATM,Cash Withdrawal via ATM,Success
724,ABL-10017,2023-08-11,Credit,Cash Withdrawal,48522.64,48522.64,POS,Cash Withdrawal via POS,Success
725,ABL-10017,2022-05-05,Debit,Salary,2695.33,45827.31,POS,Salary via POS,Success
726,ABL-10017,2021-08-18,Debit,Salary,1977.48,43849.83,Mobile App,Salary via Mobile App,Success
727,ABL-10017,2020-11-21,Credit,Transfer,11970.78,55820.61,ATM,Transfer via ATM,Success
728,ABL-10017,2020-01-10,Credit,Utility Bill,26662.61,82483.22,Branch,Utility Bill via Branch,Success
729,ABL-10017,2023-01-17,Credit,Salary,40211.83,122695.05,POS,Salary via POS,Failed
730,ABL-10017,2019-08-14,Credit,Cash Withdrawal,1854.17,124549.22,Branch,Cash Withdrawal via Branch,Success
731,ABL-10017,2024-04-15,Credit,Loan Payment,26780.7,151329.92,Mobile App,Loan Payment via Mobile App,Success
732,ABL-10017,2020-07-14,Debit,Loan Payment,26144.31,125185.61,Mobile App,Loan Payment via Mobile App,Success
733,ABL-10017,2019-11-08,Debit,Loan Payment,23320.52,101865.09,Branch,Loan Payment via Branch,Success
734,ABL-10017,2022-05-20,Credit,Investment,11564.68,113429.77,POS,Investment via POS,Success
735,ABL-10017,2022-03-25,Credit,Investment,5752.51,119182.28,Branch,Investment via Branch,Success
736,ABL-10017,2020-04-14,Debit,Shopping,9158.36,110023.92,POS,Shopping via POS,Failed
737,ABL-10017,2020-05-19,Credit,Shopping,13747.82,123771.74,POS,Shopping via POS,Success
738,ABL-10017,2022-01-10,Debit,Insurance,16019.21,107752.53,Mobile App,Insurance via Mobile App,Success
739,ABL-10017,2021-12-01,Debit,Utility Bill,5879.82,101872.71,Mobile App,Utility Bill via Mobile App,Success
740,ABL-10017,2020-08-15,Debit,Cash Withdrawal,23506.55,78366.16,ATM,Cash Withdrawal via ATM,Success
741,ABL-10017,2022-06-11,Credit,Transfer,8001.5,86367.66,Mobile App,Transfer via Mobile App,Success
742,ABL-10017,2022-12-30,Credit,Insurance,26370.64,112738.3,Online,Insurance via Online,Success
743,ABL-10017,2022-07-01,Debit,Cash Withdrawal,46413.93,66324.37,POS,Cash Withdrawal via POS,Success
744,ABL-10017,2019-05-31,Credit,Insurance,46168.24,112492.61,Branch,Insurance via Branch,Success
745,ABL-10017,2020-07-14,Credit,Salary,10340.2,122832.81,Mobile App,Salary via Mobile App,Success
746,ABL-10017,2020-06-04,Debit,Utility Bill,22392.71,100440.1,Branch,Utility Bill via Branch,Success
747,ABL-10017,2021-10-27,Debit,Investment,22336.73,78103.37,Mobile App,Investment via Mobile App,Success
748,ABL-10017,2019-08-22,Credit,Cash Withdrawal,5441.26,83544.63,Mobile App,Cash Withdrawal via Mobile App,Success
749,ABL-10017,2020-07-20,Debit,Insurance,17314.28,66230.35,ATM,Insurance via ATM,Success
750,ABL-10017,2022-12-27,Debit,Utility Bill,10042.14,56188.21,Online,Utility Bill via Online,Failed
751,ABL-10018,2027-02-10,Debit,Transfer,3814.62,141014.73,Online,Transfer via Online,Success
752,ABL-10018,2026-01-13,Debit,Insurance,44203.48,96811.25,POS,Insurance via POS,Success
753,ABL-10018,2022-06-21,Credit,Investment,26896.63,123707.88,POS,Investment via POS,Failed
754,ABL-10018,2024-08-20,Credit,Shopping,40623.3,164331.18,POS,Shopping via POS,Success
755,ABL-10018,2023-10-14,Debit,Utility Bill,36665.0,127666.18,ATM,Utility Bill via ATM,Success
756,ABL-10018,2023-10-16,Credit,Investment,2509.46,130175.64,Branch,Investment via Branch,Success
757,ABL-10018,2022-10-11,Credit,Shopping,38134.68,168310.32,Mobile App,Shopping via Mobile App,Success
758,ABL-10018,2026-04-15,Debit,Insurance,36371.63,131938.69,ATM,Insurance via ATM,Success
759,ABL-10018,2024-04-06,Credit,Cash Withdrawal,45113.44,177052.13,Mobile App,Cash Withdrawal via Mobile App,Success
760,ABL-10018,2027-04-21,Debit,Loan Payment,6246.42,170805.71,POS,Loan Payment via POS,Success
761,ABL-10018,2025-07-14,Debit,Cash Withdrawal,47635.78,123169.93,Mobile App,Cash Withdrawal via Mobile App,Pending
762,ABL-10018,2024-07-07,Debit,Transfer,49134.49,74035.44,ATM,Transfer via ATM,Success
763,ABL-10018,2022-11-05,Credit,Utility Bill,25403.21,99438.65,Branch,Utility Bill via Branch,Success
764,ABL-10018,2024-06-26,Debit,Investment,48276.46,51162.19,Online,Investment via Online,Success
765,ABL-10018,2023-10-28,Debit,Shopping,12093.79,39068.4,Branch,Shopping via Branch,Success
766,ABL-10018,2026-07-06,Credit,Salary,45846.55,84914.95,Mobile App,Salary via Mobile App,Pending
767,ABL-10018,2026-10-15,Credit,Loan Payment,1784.46,86699.41,ATM,Loan Payment via ATM,Success
768,ABL-10018,2024-09-01,Credit,Investment,23049.56,109748.97,Branch,Investment via Branch,Success
769,ABL-10018,2024-01-08,Debit,Transfer,39723.44,70025.53,Branch,Transfer via Branch,Success
770,ABL-10018,2027-05-01,Credit,Shopping,31035.93,101061.46,Branch,Shopping via Branch,Success
771,ABL-10018,2025-08-27,Credit,Cash Withdrawal,18190.04,119251.5,Branch,Cash Withdrawal via Branch,Success
772,ABL-10018,2024-06-12,Debit,Salary,34682.18,84569.32,Online,Salary via Online,Pending
773,ABL-10018,2026-10-12,Debit,Cash Withdrawal,46827.53,37741.79,POS,Cash Withdrawal via POS,Success
774,ABL-10018,2025-04-24,Credit,Cash Withdrawal,46130.95,83872.74,Branch,Cash Withdrawal via Branch,Success
775,ABL-10018,2025-04-26,Credit,Utility Bill,48572.87,132445.61,Online,Utility Bill via Online,Success
776,ABL-10018,2025-10-16,Debit,Transfer,36421.83,96023.78,Branch,Transfer via Branch,Success
777,ABL-10018,2023-11-30,Debit,Shopping,24894.02,71129.76,ATM,Shopping via ATM,Success
778,ABL-10018,2026-03-21,Debit,Utility Bill,2394.33,68735.43,POS,Utility Bill via POS,Success
779,ABL-10018,2022-11-22,Debit,Loan Payment,13188.74,55546.69,Mobile App,Loan Payment via Mobile App,Success
780,ABL-10018,2025-06-24,Credit,Salary,32660.23,88206.92,Branch,Salary via Branch,Success
781,ABL-10018,2026-04-15,Debit,Transfer,28359.46,59847.46,Mobile App,Transfer via Mobile App,Success
782,ABL-10018,2023-03-22,Debit,Utility Bill,29975.45,29872.01,POS,Utility Bill via POS,Pending
783,ABL-10018,2023-06-17,Credit,Cash Withdrawal,3132.5,33004.51,Branch,Cash Withdrawal via Branch,Success
784,ABL-10018,2025-07-02,Credit,Salary,8334.41,41338.92,Online,Salary via Online,Success
785,ABL-10018,2024-09-05,Debit,Loan Payment,17555.57,23783.35,POS,Loan Payment via POS,Success
786,ABL-10018,2023-02-10,Debit,Utility Bill,41935.0,0.0,POS,Utility Bill via POS,Success
787,ABL-10018,2027-01-05,Debit,Loan Payment,45103.97,0.0,Mobile App,Loan Payment via Mobile App,Success
